complaint,emotion
"Stray dogs attacking pedestrians in at the bus stop, Bengaluru.",concern
"Sewage leak on the road in at the bus stop, causing dangerous slippery surface.",concern
"Respiratory issues increasing due to pollution in in our colony, Jaipur.",concern
"Stray dogs attacking pedestrians in beside the park, Indore.",concern
Dumpyard near at the bus stop releases foul smell daily.,concern
"Stray dogs attacking pedestrians in beside the park, Kochi.",concern
Severe waterlogging after yesterday’s rain.,concern
"Construction debris dumped illegally near near the temple, obstructing road.",concern
Dairy products from dhabha in Madurai had foul smell.,concern
Dairy products from dhabha in Mumbai had foul smell.,concern
Dairy products from dhabha in Vellore had foul smell.,concern
Dairy products from mess in Vellore had foul smell.,concern
"Several residents suffering from fever in beside the park, Bhopal.",concern
"Construction debris dumped illegally near near the railway station, obstructing road.",concern
"Construction debris dumped illegally near near the railway station, obstructing road.",concern
"Respiratory issues increasing due to pollution in beside the park, Trichy.",concern
Dumpyard near beside the park releases foul smell daily.,concern
Dumpyard near beside the park releases foul smell daily.,concern
Dairy products from mess in Chennai had foul smell.,concern
Dairy products from fruit seller in Jaipur had foul smell.,concern
"Several residents suffering from fever in in our colony, Thiruvananthapuram.",concern
"Several residents suffering from fever in in the municipal ward, Coimbatore.",concern
"Several residents suffering from fever in in the municipal ward, Madurai.",concern
"Several residents suffering from fever in in the municipal ward, Trichy.",concern
"Several residents suffering from fever in near the temple, Delhi.",concern
"Respiratory issues increasing due to pollution in behind the apartment, Trichy.",concern
Dairy products from fruit seller in Patna had foul smell.,concern
"Respiratory issues increasing due to pollution in at the bus stop, Nagpur.",concern
Dairy products from local shop in Jaipur had foul smell.,concern
"Stray dogs attacking pedestrians in at the bus stop, Bengaluru.",concern
"Construction debris dumped illegally near next to the metro station, obstructing road.",concern
"Sewage water overflowing onto the road in opposite the hospital, Bengaluru.",concern
Continuous cough and breathing problems due to pollution.,concern
Standing water near the road in at the bus stop after small rain; mosquitoes breeding.,concern
"Respiratory issues increasing due to pollution in in the municipal ward, Trichy.",concern
"Construction debris dumped illegally near on the main road, obstructing road.",concern
Standing water near the road in at the bus stop after small rain; mosquitoes breeding.,concern
"Respiratory issues increasing due to pollution in in the municipal ward, Trichy.",concern
Standing water near the road in near the temple after small rain; mosquitoes breeding.,concern
Dairy products from bakery in Chennai had foul smell.,concern
"Sewage leak on the road in on the main road, causing dangerous slippery surface.",concern
"Several residents suffering from fever in at the bus stop, Mangalore.",concern
"Several residents suffering from fever in at the bus stop, Mumbai.",concern
Stagnant water near opposite the hospital creating mosquito breeding conditions.,concern
Trash burning openly in behind the apartment; causing health issues.,disgust
"Kitchen waste attracting stray animals in in the municipal ward, Delhi.",disgust
Trash burning openly in beside the park; causing health issues.,disgust
Milk from the ration shop in Surat seemed adulterated.,disgust
"Kitchen waste attracting stray animals in inside the hostel, Guwahati.",disgust
Trash burning openly in in our colony; causing health issues.,disgust
"Several residents suffering from fever in in our colony, Delhi.",disgust
"Several residents suffering from fever in in our colony, Delhi.",disgust
Trash burning openly in in our colony; causing health issues.,disgust
Pregnant woman denied prompt care at near the market health centre.,disgust
"Low water pressure in the morning and evening in on the main road, Kochi.",disgust
"Pregnant woman denied timely care at the local health centre in outside the school, Trichy.",disgust
Traffic signals not working at in our colony intersection in Thiruvananthapuram.,disgust
"Several residents have fever and vomiting in on the main road, Jaipur; request medical camp.",disgust
Traffic signals not working at in the municipal ward intersection in Chennai.,disgust
Milk from the restaurant in Pune seemed adulterated.,disgust
Traffic signals not working at by the lake intersection in Visakhapatnam.,disgust
Trash burning openly in in the municipal ward; causing health issues.,disgust
Milk from the dhabha in Kolkata seemed adulterated.,disgust
Trash burning openly in inside the hostel; causing health issues.,disgust
"There is a major leak in the pipeline outside my house in by the lake, Kolkata.",disgust
Trash burning openly in near the railway station; causing health issues.,disgust
"There is a major leak in the pipeline outside my house in at the bus stop, Hyderabad.",disgust
Traffic signals not working at by the lake intersection in Lucknow.,disgust
"Kitchen waste attracting stray animals in in our colony, Patna.",disgust
"Kitchen waste attracting stray animals in in our colony, Mysuru.",disgust
"Kitchen waste attracting stray animals in in the municipal ward, Delhi.",disgust
"Traffic signals are not functioning at the intersection of beside the park, Bhopal.",disgust
Traffic signals not working at in the municipal ward intersection in Kochi.,disgust
"Several residents suffering from fever in behind the apartment, Delhi.",disgust
Restaurant near inside the hostel served undercooked chicken and the staff is unhygienic.,disgust
Milk from the canteen in Surat seemed adulterated.,disgust
"Kitchen waste attracting stray animals in outside the school, Lucknow.",disgust
"Several residents suffering from fever in at the bus stop, Thiruvananthapuram.",disgust
Traffic signals not working at next to the metro station intersection in Bhopal.,disgust
Pregnant woman denied prompt care at outside the school health centre.,disgust
Traffic signals not working at at the bus stop intersection in Pune.,disgust
"Low water pressure in the morning and evening in in our colony, Kochi.",disgust
Traffic signals not working at inside the hostel intersection in Thiruvananthapuram.,disgust
Traffic signals not working at behind the apartment intersection in Kolkata.,disgust
Restaurant near near the temple served undercooked chicken and the staff is unhygienic.,disgust
Traffic signals not working at near the temple intersection in Vellore.,disgust
"Pregnant woman denied timely care at the local health centre in in our colony, Kolkata.",disgust
"Several residents suffering from fever in behind the apartment, Kochi.",disgust
