complaint,category
"Pregnant woman denied timely care at the local health centre in inside the hostel, Patna.",illness
"Pregnant woman denied timely care at the local health centre in inside the hostel, Trichy.",illness
"Pregnant woman denied timely care at the local health centre in near the market, Coimbatore.",illness
"Pregnant woman denied timely care at the local health centre in in the municipal ward, Jaipur.",illness
"Pregnant woman denied timely care at the local health centre in near the market, Mumbai.",illness
"Pregnant woman denied timely care at the local health centre in on the main road, Patna.",illness
"Pregnant woman denied timely care at the local health centre in on the main road, Visakhapatnam.",illness
"Pregnant woman denied timely care at the local health centre in outside the school, Kolkata.",illness
"Pregnant woman denied timely care at the local health centre in outside the school, Thiruvananthapuram.",illness
"Pregnant woman denied timely care at the local health centre in outside the school, Thiruvananthapuram.",illness
"Pregnant woman denied timely care at the local health centre in outside the school, Trichy.",illness
"Respiratory issues increasing due to pollution in outside the school, Nagpur.",illness
"Respiratory issues increasing due to pollution in outside the school, Lucknow.",illness
"Respiratory issues increasing due to pollution in outside the school, Hyderabad.",illness
"Respiratory issues increasing due to pollution in outside the school, Coimbatore.",illness
"Pregnant woman denied timely care at the local health centre in on the main road, Bhopal.",illness
"Pregnant woman denied timely care at the local health centre in in the municipal ward, Chennai.",illness
"Pregnant woman denied timely care at the local health centre in in our colony, Kolkata.",illness
"Pregnant woman denied timely care at the local health centre in in our colony, Guwahati.",illness
Pregnant woman denied prompt care at on the main road health centre.,illness
Pregnant woman denied prompt care at on the main road health centre.,illness
Pregnant woman denied prompt care at on the main road health centre.,illness
Pregnant woman denied prompt care at on the main road health centre.,illness
Pregnant woman denied prompt care at on the main road health centre.,illness
Pregnant woman denied prompt care at on the main road health centre.,illness
Pregnant woman denied prompt care at opposite the hospital health centre.,illness
Pregnant woman denied prompt care at opposite the hospital health centre.,illness
Pregnant woman denied prompt care at opposite the hospital health centre.,illness
Pregnant woman denied prompt care at opposite the hospital health centre.,illness
Pregnant woman denied prompt care at opposite the hospital health centre.,illness
Pregnant woman denied prompt care at opposite the hospital health centre.,illness
Pregnant woman denied prompt care at outside the school health centre.,illness
Pregnant woman denied prompt care at outside the school health centre.,illness
Pregnant woman denied prompt care at outside the school health centre.,illness
Pregnant woman denied prompt care at outside the school health centre.,illness
Pregnant woman denied prompt care at outside the school health centre.,illness
Pregnant woman denied prompt care at outside the school health centre.,illness
"Pregnant woman denied timely care at the local health centre in beside the park, Delhi.",illness
"Pregnant woman denied timely care at the local health centre in beside the park, Jaipur.",illness
"Pregnant woman denied timely care at the local health centre in by the lake, Kochi.",illness
"Pregnant woman denied timely care at the local health centre in by the lake, Thiruvananthapuram.",illness
"Pregnant woman denied timely care at the local health centre in in our colony, Coimbatore.",illness
"Respiratory issues increasing due to pollution in opposite the hospital, Trichy.",illness
"Respiratory issues increasing due to pollution in opposite the hospital, Patna.",illness
"Respiratory issues increasing due to pollution in opposite the hospital, Indore.",illness
"Respiratory issues increasing due to pollution in opposite the hospital, Delhi.",illness
"Respiratory issues increasing due to pollution in near the market, Visakhapatnam.",illness
"Respiratory issues increasing due to pollution in near the market, Trichy.",illness
"Respiratory issues increasing due to pollution in near the market, Trichy.",illness
"Respiratory issues increasing due to pollution in near the market, Patna.",illness
"Respiratory issues increasing due to pollution in near the market, Hyderabad.",illness
"Respiratory issues increasing due to pollution in inside the hostel, Visakhapatnam.",illness
"Respiratory issues increasing due to pollution in inside the hostel, Visakhapatnam.",illness
"Ambulance delays causing panic in outside the school, Trichy.",illness
"Ambulance delays causing panic in outside the school, Trichy.",illness
"Ambulance delays causing panic in outside the school, Patna.",illness
"Ambulance delays causing panic in outside the school, Nagpur.",illness
"Ambulance delays causing panic in outside the school, Jaipur.",illness
"Ambulance delays causing panic in outside the school, Indore.",illness
"Ambulance delays causing panic in opposite the hospital, Mysuru.",illness
"Ambulance delays causing panic in opposite the hospital, Hyderabad.",illness
"Ambulance delays causing panic in opposite the hospital, Coimbatore.",illness
"Ambulance delays causing panic in opposite the hospital, Bhopal.",illness
"Ambulance delays causing panic in on the main road, Trichy.",illness
"Ambulance delays causing panic in on the main road, Thiruvananthapuram.",illness
"Ambulance delays causing panic in on the main road, Surat.",illness
"Ambulance delays causing panic in on the main road, Patna.",illness
"Ambulance delays causing panic in on the main road, Hyderabad.",illness
"Ambulance delays causing panic in on the main road, Delhi.",illness
"Respiratory issues increasing due to pollution in near the railway station, Coimbatore.",illness
"Ambulance delays causing panic in next to the metro station, Trichy.",illness
"Respiratory issues increasing due to pollution in near the railway station, Mysuru.",illness
"Respiratory issues increasing due to pollution in near the railway station, Thiruvananthapuram.",illness
"Respiratory issues increasing due to pollution in on the main road, Pune.",illness
"Respiratory issues increasing due to pollution in on the main road, Nagpur.",illness
"Respiratory issues increasing due to pollution in on the main road, Mysuru.",illness
"Respiratory issues increasing due to pollution in on the main road, Mumbai.",illness
