,complaint,category,emotion,department
782,Continuous cough and breathing problems due to pollution.,illness,concern,Health Dept.
783,Dairy products from bakery in Chennai had foul smell.,food,concern,Food Safety Dept.
784,Dairy products from bakery in Coimbatore had foul smell.,food,anger,Food Safety Dept.
785,Dairy products from bakery in Mumbai had foul smell.,food,urgency,Food Safety Dept.
786,Dairy products from bakery in Patna had foul smell.,food,frustration,Food Safety Dept.
787,Dairy products from bakery in Surat had foul smell.,food,worry,Food Safety Dept.
788,Dairy products from bakery in Trichy had foul smell.,food,disgust,Food Safety Dept.
789,Dairy products from canteen in Guwahati had foul smell.,food,urgency,Food Safety Dept.
790,Dairy products from canteen in Kolkata had foul smell.,food,anger,Food Safety Dept.
791,Dairy products from dhabha in Chennai had foul smell.,food,urgency,Food Safety Dept.
792,Dairy products from dhabha in Hyderabad had foul smell.,food,disgust,Food Safety Dept.
793,Dairy products from dhabha in Madurai had foul smell.,food,concern,Food Safety Dept.
794,Dairy products from dhabha in Mumbai had foul smell.,food,concern,Food Safety Dept.
795,Dairy products from dhabha in Pune had foul smell.,food,urgency,Food Safety Dept.
796,Dairy products from dhabha in Vellore had foul smell.,food,concern,Food Safety Dept.
797,Dairy products from fruit seller in Bhopal had foul smell.,food,sadness,Food Safety Dept.
798,Dairy products from fruit seller in Chennai had foul smell.,food,sadness,Food Safety Dept.
799,Dairy products from fruit seller in Hyderabad had foul smell.,food,neutral,Food Safety Dept.
800,Dairy products from fruit seller in Jaipur had foul smell.,food,concern,Food Safety Dept.
801,Dairy products from fruit seller in Madurai had foul smell.,food,neutral,Food Safety Dept.
802,Dairy products from fruit seller in Mumbai had foul smell.,food,urgency,Food Safety Dept.
803,Dairy products from fruit seller in Mysuru had foul smell.,food,sadness,Food Safety Dept.
804,Dairy products from fruit seller in Mysuru had foul smell.,food,worry,Food Safety Dept.
805,Dairy products from fruit seller in Patna had foul smell.,food,concern,Food Safety Dept.
806,Dairy products from local shop in Delhi had foul smell.,food,worry,Food Safety Dept.
807,Dairy products from local shop in Indore had foul smell.,food,sadness,Food Safety Dept.
808,Dairy products from local shop in Jaipur had foul smell.,food,concern,Food Safety Dept.
809,Dairy products from local shop in Lucknow had foul smell.,food,anger,Food Safety Dept.
810,Dairy products from local shop in Madurai had foul smell.,food,worry,Food Safety Dept.
811,Dairy products from local shop in Patna had foul smell.,food,disgust,Food Safety Dept.
812,Dairy products from local shop in Patna had foul smell.,food,urgency,Food Safety Dept.
813,Dairy products from local shop in Pune had foul smell.,food,urgency,Food Safety Dept.
814,Dairy products from mess in Bengaluru had foul smell.,food,neutral,Food Safety Dept.
815,Dairy products from mess in Chennai had foul smell.,food,concern,Food Safety Dept.
816,Dairy products from mess in Delhi had foul smell.,food,disgust,Food Safety Dept.
817,Dairy products from mess in Jaipur had foul smell.,food,frustration,Food Safety Dept.
818,Dairy products from mess in Jaipur had foul smell.,food,sadness,Food Safety Dept.
819,Dairy products from mess in Lucknow had foul smell.,food,worry,Food Safety Dept.
820,Dairy products from mess in Madurai had foul smell.,food,worry,Food Safety Dept.
821,Dairy products from mess in Mangalore had foul smell.,food,neutral,Food Safety Dept.
822,Dairy products from mess in Patna had foul smell.,food,anger,Food Safety Dept.
823,Dairy products from mess in Vellore had foul smell.,food,concern,Food Safety Dept.
824,Dairy products from milkman in Coimbatore had foul smell.,food,disgust,Food Safety Dept.
825,Dairy products from milkman in Indore had foul smell.,food,frustration,Food Safety Dept.
826,Dairy products from milkman in Madurai had foul smell.,food,neutral,Food Safety Dept.
827,Dairy products from milkman in Mangalore had foul smell.,food,neutral,Food Safety Dept.
828,Dairy products from milkman in Trichy had foul smell.,food,neutral,Food Safety Dept.
829,Dairy products from milkman in Vellore had foul smell.,food,frustration,Food Safety Dept.
830,Dairy products from milkman in Visakhapatnam had foul smell.,food,neutral,Food Safety Dept.
831,Dairy products from ration shop in Bhopal had foul smell.,food,worry,Food Safety Dept.
832,Dairy products from ration shop in Chennai had foul smell.,food,neutral,Food Safety Dept.
833,Dairy products from ration shop in Chennai had foul smell.,food,worry,Food Safety Dept.
834,Dairy products from ration shop in Coimbatore had foul smell.,food,anger,Food Safety Dept.
835,Dairy products from ration shop in Coimbatore had foul smell.,food,worry,Food Safety Dept.
836,Dairy products from ration shop in Guwahati had foul smell.,food,urgency,Food Safety Dept.
837,Dairy products from ration shop in Jaipur had foul smell.,food,sadness,Food Safety Dept.
838,Dairy products from ration shop in Mangalore had foul smell.,food,neutral,Food Safety Dept.
839,Dairy products from ration shop in Mumbai had foul smell.,food,sadness,Food Safety Dept.
840,Dairy products from ration shop in Nagpur had foul smell.,food,sadness,Food Safety Dept.
841,Dairy products from ration shop in Patna had foul smell.,food,concern,Food Safety Dept.
842,Dairy products from ration shop in Pune had foul smell.,food,concern,Food Safety Dept.
843,Dairy products from ration shop in Pune had foul smell.,food,disgust,Food Safety Dept.
844,Dairy products from restaurant in Indore had foul smell.,food,neutral,Food Safety Dept.
845,Dairy products from restaurant in Kochi had foul smell.,food,urgency,Food Safety Dept.
846,Dairy products from restaurant in Lucknow had foul smell.,food,frustration,Food Safety Dept.
847,Dairy products from restaurant in Madurai had foul smell.,food,concern,Food Safety Dept.
848,Dairy products from restaurant in Mysuru had foul smell.,food,anger,Food Safety Dept.
849,Dairy products from street vendor in Hyderabad had foul smell.,food,urgency,Food Safety Dept.
850,Dairy products from street vendor in Jaipur had foul smell.,food,concern,Food Safety Dept.
851,Dairy products from street vendor in Nagpur had foul smell.,food,neutral,Food Safety Dept.
852,Dairy products from street vendor in Thiruvananthapuram had foul smell.,food,anger,Food Safety Dept.
853,Dairy products from tea stall in Bengaluru had foul smell.,food,concern,Food Safety Dept.
854,Dairy products from tea stall in Chennai had foul smell.,food,sadness,Food Safety Dept.
855,Dairy products from tea stall in Guwahati had foul smell.,food,anger,Food Safety Dept.
856,Dairy products from tea stall in Jaipur had foul smell.,food,neutral,Food Safety Dept.
857,Dairy products from tea stall in Kochi had foul smell.,food,sadness,Food Safety Dept.
858,Dairy products from tea stall in Kolkata had foul smell.,food,neutral,Food Safety Dept.
859,Dairy products from tea stall in Lucknow had foul smell.,food,frustration,Food Safety Dept.
860,Dairy products from tea stall in Pune had foul smell.,food,anger,Food Safety Dept.
861,Dairy products from tea stall in Thiruvananthapuram had foul smell.,food,concern,Food Safety Dept.
862,Dairy products from the bakery in Bengaluru have a strange smell.,food,disgust,Food Safety Dept.
863,Dairy products from the bakery in Lucknow have a strange smell.,food,neutral,Food Safety Dept.
864,Dairy products from the bakery in Nagpur have a strange smell.,food,neutral,Food Safety Dept.
865,Dairy products from the bakery in Pune have a strange smell.,food,worry,Food Safety Dept.
866,Dairy products from the canteen in Delhi have a strange smell.,food,neutral,Food Safety Dept.
867,Dairy products from the canteen in Thiruvananthapuram have a strange smell.,food,disgust,Food Safety Dept.
868,Dairy products from the dhabha in Guwahati have a strange smell.,food,frustration,Food Safety Dept.
869,Dairy products from the local shop in Nagpur have a strange smell.,food,worry,Food Safety Dept.
870,Dairy products from the mess in Hyderabad have a strange smell.,food,worry,Food Safety Dept.
871,Dairy products from the milkman in Bengaluru have a strange smell.,food,anger,Food Safety Dept.
872,Dairy products from the milkman in Hyderabad have a strange smell.,food,anger,Food Safety Dept.
873,Dairy products from the milkman in Patna have a strange smell.,food,neutral,Food Safety Dept.
874,Dairy products from the milkman in Vellore have a strange smell.,food,disgust,Food Safety Dept.
